_id,Waktu,Harga Penutupan (USD)
6741921b0181b4e6dc11751b,2024-11-22 17:00,98951.63
6741970f0181b4e6dc117578,2024-11-22 17:10,99324.9
6741970f0181b4e6dc117577,2024-11-22 17:20,99281.54
6741970f0181b4e6dc117576,2024-11-22 17:30,99008.65
6741970f0181b4e6dc117575,2024-11-22 17:40,99230.89
6741970f0181b4e6dc117574,2024-11-22 17:50,98934.82
6741970f0181b4e6dc117573,2024-11-22 18:00,99191.46
6741970f0181b4e6dc117572,2024-11-22 18:10,99200.94
6741970f0181b4e6dc117571,2024-11-22 18:20,98839.61
6741970f0181b4e6dc117570,2024-11-22 18:30,99121.16
6741970f0181b4e6dc11756f,2024-11-22 18:40,99157.8
6741970f0181b4e6dc11756e,2024-11-22 18:50,99278.96
6741970f0181b4e6dc11756d,2024-11-22 19:00,99565.35
6741970f0181b4e6dc11756c,2024-11-22 19:10,99587.93
6741970f0181b4e6dc11756b,2024-11-22 19:20,99540.43
6741970f0181b4e6dc11756a,2024-11-22 19:30,99369.03
6741970f0181b4e6dc117569,2024-11-22 19:40,99458.21
6741970f0181b4e6dc117568,2024-11-22 19:50,99257.54
6741970f0181b4e6dc117567,2024-11-22 20:00,99387.04
6741970f0181b4e6dc117566,2024-11-22 20:10,99432.09
6741970f0181b4e6dc117565,2024-11-22 20:20,99391.86
6741970f0181b4e6dc117564,2024-11-22 20:30,99163.83
6741970f0181b4e6dc117563,2024-11-22 20:40,99120.82
6741970f0181b4e6dc117562,2024-11-22 20:50,99313.35
6741970f0181b4e6dc117561,2024-11-22 21:00,99165.59
6741970f0181b4e6dc117560,2024-11-22 21:10,99121.7
6741970f0181b4e6dc11755f,2024-11-22 21:20,99014.84
6741970f0181b4e6dc11755e,2024-11-22 21:30,98973.66
6741970f0181b4e6dc11755d,2024-11-22 21:40,99185.23
6741970f0181b4e6dc11755c,2024-11-22 21:50,99430.79
6741970f0181b4e6dc11755b,2024-11-22 22:00,99327.6
6741970f0181b4e6dc11755a,2024-11-22 22:10,99037.61
6741970f0181b4e6dc117559,2024-11-22 22:20,99040.15
6741970f0181b4e6dc117558,2024-11-22 22:30,98802.28
6741970f0181b4e6dc117557,2024-11-22 22:40,98810.94
6741970f0181b4e6dc117556,2024-11-22 22:50,98732.89
6741970f0181b4e6dc117555,2024-11-22 23:00,98834
6741970f0181b4e6dc117554,2024-11-22 23:10,98882.66
6741970f0181b4e6dc117553,2024-11-22 23:20,98869.17
6741970f0181b4e6dc117552,2024-11-22 23:30,98890.99
6741970f0181b4e6dc117551,2024-11-22 23:40,99010.52
6741970f0181b4e6dc117550,2024-11-22 23:50,99010.89
6741970f0181b4e6dc11754f,2024-11-23 0:00,98798.54
6741970f0181b4e6dc11754e,2024-11-23 0:10,98936.64
6741970f0181b4e6dc11754d,2024-11-23 0:20,98950.42
6741970f0181b4e6dc11754c,2024-11-23 0:30,98769.98
6741970f0181b4e6dc11754b,2024-11-23 0:40,98678.03
6741970f0181b4e6dc11754a,2024-11-23 0:50,98746.98
6741970f0181b4e6dc117549,2024-11-23 1:00,98703.45
6741970f0181b4e6dc117548,2024-11-23 1:10,98640.31
6741970f0181b4e6dc117547,2024-11-23 1:20,98470.33
6741970f0181b4e6dc117546,2024-11-23 1:30,98561.83
6741970f0181b4e6dc117545,2024-11-23 1:40,98622.37
6741970f0181b4e6dc117544,2024-11-23 1:50,98691.42
6741970f0181b4e6dc117543,2024-11-23 2:00,98534.41
6741970f0181b4e6dc117542,2024-11-23 2:10,98480.68
6741970f0181b4e6dc117541,2024-11-23 2:20,98542.85
6741970f0181b4e6dc117540,2024-11-23 2:30,98478.29
6741970f0181b4e6dc11753f,2024-11-23 2:40,98651.86
6741970f0181b4e6dc11753e,2024-11-23 2:50,98590.76
6741970f0181b4e6dc11753d,2024-11-23 3:00,98563.54
6741970f0181b4e6dc11753c,2024-11-23 3:10,98812.15
6741970f0181b4e6dc11753b,2024-11-23 3:20,98885.96
6741970f0181b4e6dc11753a,2024-11-23 3:30,98758.98
6741970f0181b4e6dc117539,2024-11-23 3:40,98837.82
6741970f0181b4e6dc117538,2024-11-23 3:50,98768.71
6741970f0181b4e6dc117537,2024-11-23 4:00,98697.93
6741970f0181b4e6dc117536,2024-11-23 4:10,98630.67
6741970f0181b4e6dc117535,2024-11-23 4:20,98642.44
6741970f0181b4e6dc117534,2024-11-23 4:30,98682.64
6741970f0181b4e6dc117533,2024-11-23 4:40,98387.64
6741970f0181b4e6dc117532,2024-11-23 4:50,98671.44
6741970f0181b4e6dc117531,2024-11-23 5:00,98552.8
6741970f0181b4e6dc117530,2024-11-23 5:10,98553.08
6741970f0181b4e6dc11752f,2024-11-23 5:20,98589.34
6741970f0181b4e6dc11752e,2024-11-23 5:30,98683.06
